"miR_name","Other_B_Myoblast_Healthy_M180","Other_B_Myoblast_Healthy_M194","Other_B_Myoblast_Healthy_V1024","Other_B_Myoblast_DMD_M197","Other_B_Myoblast_DMD_M202","Other_B_Myoblast_DMD_M418","Other_B_Myotube_Healthy_M180","Other_B_Myotube_Healthy_M194","Other_B_Myotube_Healthy_V1024","Other_B_Myotube_DMD_M197","Other_B_Myotube_DMD_M202","Other_B_Myotube_DMD_M418","G1B_D0_Healthy_M180","G1B_D0_Healthy_M194","G1B_D0_Healthy_M398","G1B_D0_DMD_M197","G1B_D0_DMD_M202","G1B_D0_DMD_M418","G1B_D03_Healthy_M180","G1B_D03_Healthy_M194","G1B_D03_Healthy_M398","G1B_D03_DMD_M197","G1B_D03_DMD_M202","G1B_D03_DMD_M418","G1B_D10_Healthy_M180","G1B_D10_Healthy_M194","G1B_D10_Healthy_M398","G1B_D10_DMD_M197","G1B_D10_DMD_M202","G1B_D10_DMD_M418","G1B_D17_Healthy_M180","G1B_D17_Healthy_M194","G1B_D17_Healthy_M398","G1B_D17_DMD_M197","G1B_D17_DMD_M202","G1B_D17_DMD_M418","G1B_D25_Healthy_M180","G1B_D25_Healthy_M194","G1B_D25_Healthy_M398","G1B_D25_DMD_M197","G1B_D25_DMD_M202","G1B_D25_DMD_M418"
"710","MIR4449",0,0,0,0,0,0,0,0,0,0,0,2.48,0,1.03,0,2.85,0,0,0.72,0,0,0,0,1.09,1.23,0,0,0,0,0,0,0,0.39,0,0.28,0.41,1.6,13.15,5.27,3.69,1.9,8.54
"711","AC104066.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","AC110298.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","AC111194.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714","AC110611.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715","AC095061.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","MIR548AG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717","AC110810.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","MIR1269A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,2.17,4.2,0.66,2.27,1.77,3.28,6.99,7.27,0,10.87,27.1,1.98,6.55,19.12,0,19.84,40.66,1.65,17.36,7.67,0.75,20.03,65.97,0.91
"719","AC108078.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","AC097470.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721","AC112719.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722","AC112249.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","MIR4450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,1.99,3.78,0,2.19,0,0.97,0.45,1.36,2.01,0,0.33,0,0.39,0.22,0,1.24,0,0,0,0,0,0
"724","MIR548AH",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0.95,0,4.81,1.44,0.84,2.65,3.78,1.18,0,0.82,3.87,0.45,1.36,2.01,1.98,0,0,0,0,0,0,0,0,0,1.05,0,0
"725","AC104687.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726","AC093897.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727","MIR5096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728","MIR575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","MIR4451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730","AC098870.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731","MIR4452",0,0,0,0,0,0,0,0,0,0,0,0,3.98,2.06,0,1.9,0,7.22,0,2.52,0.66,0,0,0,0,0.97,0.45,0,1,0,0.66,0.27,0,0,1.13,1.24,0,0,0,0,0.47,0.3
"732","MIR5705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","AC083829.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734","AC034154.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","AC019131.1",0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0
"736","MIR3684",0,0,0,0,4.46,0,0,0,1.68,0,0,0,23.89,6.17,10.28,5.69,2,4.81,4.33,2.52,7.29,4.54,4.14,0,3.7,2.91,3.62,0,4.01,0,3.28,1.62,0.39,1.53,1.98,0.41,1.07,1.1,0.75,0.53,0,0.61
"737","AC121157.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738","MIR1255A",0,1.2,0.87,1.63,0,0,0,0,0,0,1.82,0,0,14.39,2.06,5.69,2,2.41,1.44,1.68,1.33,1.51,0,0,0.41,1.45,3.17,1.36,2.01,0,0.66,2.42,0.79,1.53,1.41,1.24,0.27,0,0.75,1.05,0.95,0.3
"739","AF213884.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","AC004052.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","AC093628.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","AC093680.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743","AC084209.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744","AC097473.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745","MIR576",17.56,13.23,15.66,17.96,11.15,0,4.91,2.28,11.21,0,1.82,2.48,29.86,32.89,37.02,19.93,16.03,52.92,29.59,21.01,39.1,24.95,28.39,19.7,30.04,23.25,22.66,17.66,25.09,17.82,19.33,19.39,25.67,34.01,25.41,33.35,23.24,10.96,14.3,19.5,19.93,14.33
"746","AC024198.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747","MIR297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748","MIR367",0,0,0,0.54,0,0,0,0,0,0,0,0,31003.19,16459.44,24163.25,17929.02,12354.41,28233.5,4361.34,4142.42,3227.41,4627.78,5754.61,3153.67,3.7,58.12,7.25,29.89,18.06,5.28,0,0,0,0,0,0,0,1.1,0,0.53,0,0
"749","MIR302D",17.56,16.84,0,21.77,49.06,0,6.13,0,1.12,13.07,3.64,9.92,467992.29,361174.56,470240.4,379674.33,191377.08,454672.84,162646.93,173443.85,149125.42,187289.55,156785,112349.26,176.52,1501.55,499.34,1342.37,756.71,136.6,2.29,4.31,0,4.14,1.41,2.88,0.53,0,4.51,7.38,0.95,1.52
"750","MIR302A",4.05,3.61,0,6.53,4.46,0,0,0,0,0,0,0,353264.76,208586.62,212794.54,201396.79,115228.31,300656.2,56475.82,58693.98,42009.31,56629.76,59055.91,43178.59,84.76,701.85,192.12,536.68,273.98,69.95,0.66,1.88,1.18,1.53,0.28,1.24,0.53,1.1,0.75,5.27,1.42,0
"751","MIR302C",6.75,3.61,0,1.63,0,0,0,0,0,2.18,0,0,77160.58,83896.29,68841.3,74579.28,28957.9,93212.87,14366.5,14898.1,9095.72,15673.94,14784.23,10131.8,19.34,117.7,37.16,72.01,47.17,15.84,0.66,0.54,0.39,0.22,0,1.24,0.27,1.1,0,2.11,0,0
"752","MIR577",0,0,0,0,0,0,0,0,0,0,0,0,147.32,269.25,137.79,244.85,256.55,182.8,27.43,40.34,22.53,48.4,51.45,16.41,9.88,4.84,3.17,19.02,10.04,2.64,0.66,0.54,0.79,4.8,2.26,0,0,0,0,1.58,2.85,0
"753","AC093816.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754","AC021205.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755","AC109357.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756","AC105252.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757","AC096763.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","AC108867.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759","AC093875.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","AC060835.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761","AC093766.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","AC093602.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","MIR3139",1.35,0,0,0,0,0,0,0,0,0,0,0,0,3.08,2.06,0.95,2,0,0.72,2.52,1.33,0.76,0.59,1.09,0.41,0.97,2.72,0,2.01,0,0.66,0.27,0.39,0.22,1.69,0.41,1.07,0,3.01,1.05,2.37,0.3
"764","AC097372.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765","AC093887.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766","MIR548G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767","MIR4799",0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0.72,3.36,1.99,2.27,1.18,0,0.82,1.45,2.27,0,0,0.66,0.33,0.54,1.58,1.31,1.13,0,0.27,0,0,0,0.47,0.3
"768","AC110813.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769","AC097455.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770","AC079340.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771","MIR3140",1.35,0,0,0.54,0,0,0,0,0,2.18,5.45,0,5.97,3.08,0,2.85,0,0,2.89,1.68,0.66,0,4.73,3.28,0.41,0,3.17,0,2.01,0.66,1.31,1.35,0.39,1.31,0.56,0,0.53,0,0,0,0.95,1.22
"772","AC099339.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773","AC013477.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","AC020703.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","AC079298.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776","AC108211.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777","AC079233.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778","AC093817.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779","AC093700.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780","AC095064.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781","MIR3688-1",0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782","AC105316.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783","AC106860.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","AC093788.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785","MIR578",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","AC093874.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787","AC106878.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788","MIR548T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,1.77,0,0,0.48,0.45,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0.47,0
"789","MIR4276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790","AC105914.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791","AC131094.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792","AC110794.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","AC078881.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794","MIR1305",1.35,1.2,1.74,0,0,0,1.23,0,3.36,0,0,2.48,13.94,15.42,18.51,14.24,14.03,38.48,3.61,4.2,9.94,6.05,4.14,14.23,6.58,18.41,24.02,12.23,4.01,13.86,0.66,2.15,2.76,0.44,2.54,1.65,2.67,1.1,0,3.69,1.9,2.74
"795","AC114798.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796","AC093844.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797","AC079080.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798","MIR3945",1.35,0,0,0,0,0,0,0,0,0,0,0,9.95,3.08,16.45,5.69,10.02,4.81,10.83,1.68,1.99,0.76,1.77,10.94,2.06,2.42,3.62,1.36,11.04,3.96,3.93,1.62,2.37,3.27,3.67,7.41,0.27,0,0,1.05,0.47,0
"799","MIR4455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"800","AC093824.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801","AC108865.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0.41,0,0,0,0,0,0.61
"802","AF250324.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"803","U85056.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"804","MIR4456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805","AC116351.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"806","MIR4635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0.33,0,0,0.22,0.56,0,0,0,0,0,0,0
"807","MIR4457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808","MIR4277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809","AC026797.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810","MIR4636",0,0,0.87,0,0,0,0,0,0,0,0,0,1.99,2.06,0,0.95,0,0,2.17,0,0,1.51,0,0,0.82,0,0,0,0,0,0,0.81,0.39,0.65,0,0,0.8,0,0,0,1.42,0.91
"811","AC106771.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812","AC016553.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813","MIR4637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814","AC016575.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815","MIR887",232.27,24.05,66.12,54.43,8.92,0,58.89,47.78,38.1,106.76,38.17,44.66,117.46,206.57,162.47,114.83,136.29,76.97,42.58,16.81,52.35,24.95,18.33,63.47,371.14,71.69,56.64,92.39,169.61,244.82,204.76,271.42,246.83,389.54,422.97,496.17,229.97,233.4,151.25,598.13,230.65,529.52
"816","AC118463.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"817","AC140132.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"818","AC010455.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"819","AC025458.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","MIR4279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","AC008949.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"822","MIR579",35.11,21.65,20.01,15.78,22.3,0,8.59,11.38,14.57,15.25,9.09,2.48,67.69,40.08,53.47,36.06,44.09,48.11,17.32,14.29,5.3,10.59,10.05,19.7,16.05,20.83,14.05,13.59,22.08,11.88,16.71,11.85,20.54,10.9,22.59,3.71,12.55,24.11,9.03,16.34,9.49,12.5
"823","AC026703.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"824","AC010368.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"825","MIR580",4.05,2.41,5.22,0.54,8.92,0,1.23,0,0,0,1.82,2.48,0,1.03,2.06,1.9,6.01,4.81,2.17,0.84,0,2.27,0.59,0,0.82,1.45,1.81,0,4.01,0,0.98,0.54,1.18,0.22,1.98,0.82,0.53,0,0.75,0.53,0,0.3
"826","AC008869.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827","AC074129.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828","MIR3650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","AC108105.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"830","AC091866.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"831","AC024569.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"832","AC025175.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833","MIR581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0.66,0.33,0.27,0.79,0.44,0,0,0,0,0,0,0,0
"834","MIR4459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"835","AC112198.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836","MIR449A",8.1,3.61,0.87,1.09,8.92,0,0,5.69,0.56,4.36,5.45,9.92,1.99,3.08,2.06,0.95,0,0,10.83,13.45,3.98,12.85,9.46,6.57,0.41,2.91,1.81,0,0,0.66,1.31,1.08,0.39,0.22,1.41,0,0.8,2.19,1.5,0.53,0.95,2.13
